year,month,airport,carrier,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,arr_flights,arr_cancelled,arr_diverted,arr_del15,arr_delay,delay_ratio
2023,1,LAX,DL,8.78,79.95,45.97,0.0,67.13,782,8,2,129,167.52,0.165
2023,1,LAX,UA,0.0,0.0,0.0,0.0,0.0,746,13,3,62,0.0,0.0831
2023,1,LAX,WN,46.41,0.0,0.0,0.0,0.0,532,6,1,69,46.41,0.1297
2023,1,LAX,AS,26.7,34.58,3.37,0.0,0.0,240,2,0,34,52.56,0.1417
2023,1,LAX,B6,0.0,42.83,0.0,5.17,45.52,972,12,4,151,79.25,0.1553
2023,1,LAX,NK,26.88,0.0,0.0,0.0,27.34,232,4,0,30,54.22,0.1293
2023,1,LAX,F9,0.0,72.96,15.62,0.0,0.0,362,6,1,35,61.65,0.0967
2023,1,LAX,G4,15.78,102.18,0.0,0.0,22.82,758,12,3,120,106.72,0.1583
2023,1,LAX,VX,0.0,108.86,54.21,0.0,67.81,752,12,3,57,185.56,0.0758
2023,1,ORD,AA,0.0,20.07,0.0,0.0,61.25,882,21,4,96,74.64,0.1088
2023,1,ORD,DL,31.31,19.31,49.65,0.0,11.02,646,10,2,86,96.57,0.1331
2023,1,ORD,UA,26.78,0.0,0.0,0.0,0.0,638,9,2,109,26.78,0.1708
2023,1,ORD,WN,14.04,0.0,0.0,0.0,36.11,570,5,1,66,50.15,0.1158
2023,1,ORD,AS,7.46,0.0,0.0,0.0,60.01,318,2,0,55,67.47,0.173
2023,1,ORD,B6,27.18,62.57,0.0,0.0,6.4,704,6,0,55,75.3,0.0781
2023,1,ORD,NK,13.77,0.0,0.0,0.0,4.95,330,3,1,35,18.72,0.1061
2023,1,ORD,F9,23.11,85.31,26.59,0.0,0.0,982,10,0,117,102.14,0.1191
2023,1,ORD,G4,0.0,0.0,65.51,5.82,22.0,610,5,2,53,82.41,0.0869
2023,1,ORD,VX,40.55,0.0,0.0,0.0,1.79,398,9,0,62,42.34,0.1558
2023,1,DFW,AA,31.68,108.3,0.0,0.0,13.56,128,2,0,14,117.44,0.1094
2023,1,DFW,DL,0.0,0.0,58.84,0.0,0.0,218,2,0,29,49.03,0.133
2023,1,DFW,UA,37.88,0.0,0.0,0.0,49.52,948,5,3,116,87.4,0.1224
2023,1,DFW,WN,41.9,0.0,0.0,0.0,35.36,894,15,2,137,77.26,0.1532
2023,1,DFW,AS,13.5,0.0,0.0,0.0,0.0,978,7,1,141,13.5,0.1442
2023,1,DFW,B6,0.0,78.69,0.0,0.0,0.0,932,20,1,110,52.46,0.118
2023,1,DFW,NK,0.0,112.27,7.42,0.0,0.0,474,4,1,65,81.03,0.1371
2023,1,DFW,F9,0.0,109.53,0.0,0.0,23.7,302,6,0,37,96.72,0.1225
2023,1,DFW,G4,22.75,26.02,47.7,0.0,48.15,736,14,3,125,128.0,0.1698
2023,1,DFW,VX,2.17,0.0,5.24,0.0,65.87,622,7,1,56,72.4,0.09
2023,1,DEN,AA,35.9,0.0,0.0,0.0,0.0,200,8,1,65,35.9,0.325
2023,1,DEN,DL,32.49,0.0,58.38,0.0,10.15,415,19,1,65,101.02,0.1566
2023,1,DEN,UA,14.85,16.64,0.0,0.0,0.0,382,3,0,132,25.95,0.3455
2023,1,DEN,WN,25.62,93.17,0.0,0.0,25.38,141,6,1,46,113.12,0.3262
2023,1,DEN,AS,27.44,0.0,0.0,0.0,45.41,214,6,1,44,72.85,0.2056
2023,1,DEN,B6,7.11,1.09,0.0,0.0,0.0,68,3,0,14,7.84,0.2059
2023,1,DEN,NK,48.92,0.0,22.61,0.0,38.54,136,6,0,34,110.06,0.25
2023,1,DEN,F9,32.58,0.0,0.0,0.0,0.0,241,10,1,68,32.58,0.2822
2023,1,DEN,G4,0.0,117.91,15.97,0.0,0.0,93,4,0,20,94.58,0.2151
2023,1,DEN,VX,35.32,107.13,19.1,0.0,0.0,87,1,0,23,125.85,0.2644
2023,1,JFK,AA,0.0,7.4,53.85,0.0,0.0,144,4,1,32,58.78,0.2222
2023,1,JFK,DL,19.07,33.66,54.45,0.0,35.59,361,3,0,105,131.56,0.2909
2023,1,JFK,UA,0.0,0.0,0.0,0.0,19.26,228,10,0,68,19.26,0.2982
2023,1,JFK,WN,6.87,0.0,27.66,0.0,36.62,388,8,0,110,71.15,0.2835
2023,1,JFK,AS,42.76,0.0,0.0,0.0,0.0,383,13,1,105,42.76,0.2742
2023,1,JFK,B6,0.0,75.73,13.35,0.0,51.95,380,15,2,116,115.79,0.3053
2023,1,JFK,NK,31.27,2.07,17.48,0.0,22.7,245,11,1,83,72.83,0.3388
2023,1,JFK,F9,0.0,0.0,50.07,0.0,17.47,110,2,0,19,67.54,0.1727
2023,1,JFK,G4,28.72,0.0,12.48,0.0,0.0,120,1,0,24,41.2,0.2
2023,1,JFK,VX,44.0,0.0,0.0,0.0,58.8,377,4,2,96,102.8,0.2546
2023,1,SFO,AA,18.0,0.0,30.06,0.0,63.98,143,6,0,29,112.04,0.2028
2023,1,SFO,DL,0.0,0.0,3.35,0.0,68.55,256,5,2,73,71.89,0.2852
2023,1,SFO,UA,19.15,98.95,52.5,0.0,0.0,180,3,1,59,137.61,0.3278
2023,1,SFO,WN,10.69,98.26,2.3,0.0,0.0,306,14,1,62,78.49,0.2026
2023,1,SFO,AS,26.68,0.0,0.0,0.0,16.07,128,5,0,19,42.74,0.1484
2023,1,SFO,B6,0.0,91.78,0.0,7.25,0.0,481,22,3,143,68.44,0.2973
2023,1,SFO,NK,0.0,66.21,0.9,0.0,0.0,431,21,3,105,45.04,0.2436
2023,1,SFO,F9,21.55,0.0,0.0,7.85,0.0,63,1,0,21,29.4,0.3333
2023,1,SFO,G4,34.96,0.0,37.05,0.0,0.0,320,6,1,51,72.02,0.1594
2023,1,SFO,VX,0.0,0.0,0.0,0.0,0.0,382,8,2,94,0.0,0.2461
2023,1,SEA,AA,34.25,18.34,37.3,0.0,61.47,449,20,1,150,145.24,0.3341
2023,1,SEA,DL,42.73,31.4,0.0,0.0,0.0,207,7,0,60,63.66,0.2899
2023,1,SEA,UA,42.34,68.56,58.34,0.0,0.0,357,16,2,89,146.39,0.2493
2023,1,SEA,WN,10.99,0.0,27.27,0.0,0.0,448,5,3,81,38.26,0.1808
2023,1,SEA,AS,0.0,0.0,8.66,0.0,1.45,147,3,0,26,10.12,0.1769
2023,1,SEA,B6,23.46,0.0,10.23,0.0,33.39,242,5,0,48,67.08,0.1983
2023,1,SEA,NK,36.28,0.0,47.58,0.0,0.0,116,2,1,22,83.86,0.1897
2023,1,SEA,F9,0.0,0.0,37.56,0.0,64.74,302,8,2,53,102.3,0.1755
2023,1,SEA,G4,24.64,55.14,15.03,0.0,0.0,202,7,1,68,76.43,0.3366
2023,1,SEA,VX,32.54,77.03,36.58,0.0,48.83,284,9,1,99,169.31,0.3486
2023,1,LAS,AA,31.47,75.56,3.56,0.0,39.02,374,7,2,106,124.43,0.2834
2023,1,LAS,DL,7.46,0.0,0.0,0.0,0.0,90,2,0,30,7.46,0.3333
2023,1,LAS,UA,0.0,0.0,7.76,0.0,42.33,284,8,1,55,50.09,0.1937
2023,1,LAS,WN,1.53,0.0,56.28,0.0,44.35,457,20,1,97,102.17,0.2123
2023,1,LAS,AS,49.44,0.0,9.99,0.0,64.94,220,6,0,54,124.37,0.2455
2023,1,LAS,B6,41.76,0.0,55.25,0.0,0.0,171,7,1,52,97.01,0.3041
2023,1,LAS,NK,23.88,0.0,0.0,0.0,0.0,135,6,0,24,23.88,0.1778
2023,1,LAS,F9,29.29,0.0,19.09,0.0,0.0,366,17,1,79,48.39,0.2158
2023,1,LAS,G4,16.33,1.45,0.0,0.0,0.0,332,10,1,93,17.3,0.2801
2023,1,LAS,VX,0.0,0.0,18.59,0.0,0.0,67,0,0,10,18.59,0.1493
2023,1,MCO,AA,1.95,114.27,52.81,0.0,66.32,229,8,0,37,197.26,0.1616
2023,1,MCO,DL,21.92,79.88,0.0,0.0,0.0,341,6,3,58,75.17,0.1701
2023,1,MCO,UA,45.34,23.4,32.25,0.0,0.0,460,11,1,105,93.19,0.2283
2023,1,MCO,WN,0.0,89.68,47.87,0.0,0.0,194,4,1,31,107.65,0.1598
2023,1,MCO,AS,48.69,0.0,48.9,0.0,0.0,166,4,0,55,97.59,0.3313
2023,1,MCO,B6,22.7,0.0,0.0,0.0,12.87,351,9,1,115,35.57,0.3276
2023,1,MCO,NK,19.21,0.0,8.03,0.0,0.0,65,1,0,12,27.24,0.1846
2023,1,MCO,F9,5.73,17.03,38.22,0.0,24.74,353,9,1,65,80.04,0.1841
2023,1,MCO,G4,0.0,0.0,1.91,0.0,0.0,308,14,0,105,1.91,0.3409
2023,1,MCO,VX,0.0,0.0,58.68,0.0,0.0,312,10,2,89,58.68,0.2853
2023,1,EWR,AA,49.64,0.0,0.0,0.0,0.0,119,3,0,35,49.64,0.2941
2023,1,EWR,DL,30.01,62.6,27.24,0.0,17.46,390,16,2,107,116.45,0.2744
2023,1,EWR,UA,0.0,20.37,17.6,0.0,0.0,188,3,1,29,31.18,0.1543
2023,1,EWR,WN,22.12,118.55,10.83,0.0,0.0,425,17,1,79,111.99,0.1859
2023,1,EWR,AS,0.0,0.0,34.4,0.0,42.38,92,4,0,15,76.78,0.163
2023,1,EWR,B6,15.03,39.14,0.0,0.0,0.0,186,8,0,53,41.12,0.2849
2023,1,EWR,NK,19.68,31.52,0.0,0.0,0.0,289,10,0,69,40.7,0.2388
2023,1,EWR,F9,0.0,3.9,16.23,0.0,50.71,259,8,0,42,69.54,0.1622
2023,1,EWR,G4,19.0,5.31,0.0,0.0,37.25,72,2,0,20,59.78,0.2778
2023,1,EWR,VX,31.91,0.0,58.44,0.0,0.0,50,0,0,11,90.35,0.22
2023,1,CLT,AA,11.02,0.0,48.52,0.0,0.0,395,4,2,106,59.54,0.2684
2023,1,CLT,DL,38.41,0.0,0.0,0.0,17.01,436,17,1,85,55.42,0.195
2023,1,CLT,UA,46.54,79.9,0.0,0.0,0.0,194,4,0,65,99.81,0.3351
2023,1,CLT,WN,43.9,0.0,48.85,0.0,20.14,371,6,1,57,112.9,0.1536
2023,1,CLT,AS,16.99,88.92,0.0,0.0,0.0,88,2,0,27,76.27,0.3068
2023,1,CLT,B6,0.0,0.0,9.68,1.55,5.06,251,4,0,48,16.29,0.1912
2023,1,CLT,NK,17.37,38.82,41.49,5.27,53.54,407,8,1,78,143.55,0.1916
2023,1,CLT,F9,0.0,0.0,32.2,0.0,13.69,134,2,0,26,45.89,0.194
2023,1,CLT,G4,0.0,10.15,0.0,0.0,45.88,344,6,2,118,52.64,0.343
2023,1,CLT,VX,21.09,0.0,41.08,0.0,0.0,372,17,2,90,62.18,0.2419
2023,1,PHX,AA,0.16,82.97,0.0,0.0,7.93,333,7,2,82,63.4,0.2462
2023,1,PHX,DL,3.05,28.99,3.25,0.0,64.07,280,8,2,60,89.69,0.2143
2023,1,PHX,UA,0.0,0.0,0.0,0.0,0.0,174,7,1,35,0.0,0.2011
2023,1,PHX,WN,4.58,0.0,0.0,0.0,54.94,168,8,0,26,59.53,0.1548
2023,1,PHX,AS,19.39,1.03,0.0,0.0,0.0,130,3,0,28,20.07,0.2154
2023,1,PHX,B6,40.25,100.3,24.32,0.0,29.81,237,6,1,40,161.25,0.1688
2023,1,PHX,NK,16.14,111.48,0.0,0.0,0.0,261,12,1,74,90.46,0.2835
2023,1,PHX,F9,0.0,107.29,44.69,0.0,0.0,477,13,3,84,116.22,0.1761
2023,1,PHX,G4,0.0,49.57,15.4,0.0,0.0,135,3,0,26,48.45,0.1926
2023,1,PHX,VX,0.0,0.0,0.0,5.14,0.0,421,4,1,98,5.14,0.2328
2023,1,IAH,AA,4.81,0.0,4.21,0.0,0.0,265,11,1,91,9.02,0.3434
2023,1,IAH,DL,12.22,46.84,32.59,0.0,36.71,161,5,1,42,112.75,0.2609
2023,1,IAH,UA,1.17,0.0,0.0,0.0,0.0,327,12,2,110,1.17,0.3364
2023,1,IAH,WN,0.0,0.0,0.0,0.0,0.0,96,1,0,16,0.0,0.1667
2023,1,IAH,AS,24.43,0.0,1.41,1.59,0.0,338,5,2,80,27.43,0.2367
2023,1,IAH,B6,1.23,104.01,3.77,0.0,66.31,201,9,1,39,140.64,0.194
2023,1,IAH,NK,0.0,38.43,52.18,0.0,68.46,451,18,3,75,146.26,0.1663
2023,1,IAH,F9,49.58,3.52,0.0,0.0,0.0,490,13,2,165,51.93,0.3367
2023,1,IAH,G4,23.36,0.0,0.0,0.0,0.0,402,4,0,80,23.36,0.199
2023,1,IAH,VX,4.39,0.0,0.0,0.0,20.7,170,4,0,35,25.09,0.2059
2023,1,MIA,AA,0.0,0.0,59.47,0.0,0.0,441,10,2,104,59.47,0.2358
2023,1,MIA,DL,0.0,0.0,49.87,0.0,12.56,51,1,0,10,62.43,0.1961
2023,1,MIA,UA,44.14,0.0,5.46,0.0,0.0,277,9,0,83,49.6,0.2996
2023,1,MIA,WN,49.89,10.35,50.13,0.0,0.0,440,16,0,79,106.91,0.1795
2023,1,MIA,AS,40.64,101.38,0.0,0.0,0.0,435,5,2,95,108.22,0.2184
2023,1,MIA,B6,0.0,0.0,0.0,0.0,21.7,226,4,1,78,21.7,0.3451
2023,1,MIA,NK,0.0,73.55,0.0,0.0,69.73,414,9,2,66,118.77,0.1594
2023,1,MIA,F9,0.0,0.0,0.0,0.0,0.0,58,1,0,12,0.0,0.2069
2023,1,MIA,G4,12.44,0.0,2.64,0.0,0.0,158,7,1,36,15.09,0.2278
2023,1,MIA,VX,0.0,0.0,24.74,0.0,0.0,421,12,0,98,24.74,0.2328
2023,1,BOS,AA,16.18,118.35,45.23,0.0,0.0,202,9,1,36,140.31,0.1782
2023,1,BOS,DL,13.79,0.0,29.21,0.0,57.36,469,16,3,125,100.36,0.2665
2023,1,BOS,UA,32.92,0.0,47.02,0.0,53.74,129,6,0,24,133.68,0.186
2023,1,BOS,WN,26.95,0.0,46.84,0.0,0.0,196,8,1,61,73.79,0.3112
2023,1,BOS,AS,0.0,0.0,0.0,0.0,60.7,312,6,1,94,60.7,0.3013
2023,1,BOS,B6,47.98,0.0,24.0,0.0,62.16,308,5,0,95,134.14,0.3084
2023,1,BOS,NK,48.75,47.04,26.4,0.0,0.0,248,4,0,68,106.51,0.2742
2023,1,BOS,F9,0.0,23.87,30.58,0.0,0.0,454,12,3,93,46.5,0.2048
2023,1,BOS,G4,43.75,0.0,0.0,0.0,4.56,354,10,2,86,48.31,0.2429
2023,1,BOS,VX,35.46,0.0,11.54,0.0,5.19,212,9,1,34,52.18,0.1604
2023,1,MSP,AA,4.85,0.0,40.18,0.0,8.96,151,3,1,29,53.99,0.1921
2023,1,MSP,DL,38.05,0.0,25.07,0.0,0.0,144,5,0,37,63.12,0.2569
2023,1,MSP,UA,5.73,11.72,7.99,0.0,0.0,323,5,2,104,21.53,0.322
2023,1,MSP,WN,0.0,0.0,54.68,0.0,29.38,499,13,0,108,84.07,0.2164
2023,1,MSP,AS,15.88,107.83,0.0,0.0,20.78,346,14,2,81,108.54,0.2341
2023,1,MSP,B6,26.18,0.0,22.62,7.69,0.0,132,3,0,45,56.49,0.3409
2023,1,MSP,NK,0.0,0.0,40.51,0.0,46.81,112,3,0,23,87.31,0.2054
2023,1,MSP,F9,42.51,87.7,0.0,0.0,0.0,210,7,1,35,100.98,0.1667
2023,1,MSP,G4,15.28,93.75,0.0,0.0,0.0,467,18,4,94,77.77,0.2013
2023,1,MSP,VX,0.0,109.26,46.13,0.0,60.07,94,4,0,26,179.04,0.2766
2023,1,FLL,AA,32.64,0.0,28.39,7.06,0.0,120,3,0,29,68.09,0.2417
2023,1,FLL,DL,0.0,0.0,0.0,9.7,2.8,463,15,3,140,12.5,0.3024
2023,1,FLL,UA,18.79,0.0,0.0,0.0,39.65,476,5,4,165,58.44,0.3466
2023,1,FLL,WN,25.72,0.0,0.0,0.0,0.0,52,1,0,13,25.72,0.25
2023,1,FLL,AS,0.0,0.0,1.69,0.0,37.44,295,6,0,85,39.13,0.2881
2023,1,FLL,B6,48.16,0.0,8.06,0.0,61.55,458,15,1,132,117.77,0.2882
2023,1,FLL,NK,0.0,0.0,11.32,0.0,22.06,418,7,0,66,33.39,0.1579
2023,1,FLL,F9,0.0,0.0,0.0,0.0,0.0,247,10,1,48,0.0,0.1943
2023,1,FLL,G4,0.0,32.91,54.01,0.0,0.0,342,6,2,81,75.95,0.2368
2023,1,FLL,VX,14.83,0.0,26.57,4.36,0.0,359,13,3,65,45.76,0.1811
2023,1,DTW,AA,0.0,0.0,32.49,1.03,0.0,124,1,0,29,33.52,0.2339
2023,1,DTW,DL,0.0,25.48,0.0,0.0,30.56,359,13,1,62,47.55,0.1727
2023,1,DTW,UA,6.66,0.0,0.0,9.02,14.1,103,3,0,16,29.77,0.1553
2023,1,DTW,WN,27.3,0.0,0.0,0.0,0.0,416,6,3,63,27.3,0.1514
2023,1,DTW,AS,31.03,101.27,14.34,0.0,0.0,159,5,0,39,112.88,0.2453
2023,1,DTW,B6,2.01,105.37,0.0,0.68,0.0,340,11,2,75,72.94,0.2206
2023,1,DTW,NK,49.01,0.0,0.0,0.0,63.03,426,19,0,128,112.05,0.3005
2023,1,DTW,F9,37.6,0.0,9.21,0.0,0.0,491,24,4,102,46.81,0.2077
2023,1,DTW,G4,0.0,0.0,0.0,0.0,0.0,73,2,0,13,0.0,0.1781
2023,1,DTW,VX,0.0,111.18,36.2,0.0,8.36,316,15,0,65,118.68,0.2057
2023,1,PHL,AA,39.53,2.01,0.0,0.0,0.0,244,9,0,40,40.87,0.1639
2023,1,PHL,DL,0.0,0.0,54.31,0.0,56.52,96,2,0,31,110.83,0.3229
2023,1,PHL,UA,0.0,27.05,53.85,0.0,60.48,417,17,3,133,132.36,0.3189
2023,1,PHL,WN,0.0,0.0,46.21,0.0,0.0,128,4,0,20,46.21,0.1562
2023,1,PHL,AS,35.47,63.81,55.35,0.0,0.0,488,12,0,123,133.36,0.252
2023,1,PHL,B6,0.0,68.71,0.0,0.0,3.87,253,6,0,50,49.68,0.1976
2023,1,PHL,NK,3.9,0.0,0.0,0.0,64.27,421,8,2,113,68.16,0.2684
2023,1,PHL,F9,0.0,0.0,0.0,0.0,0.0,475,9,3,134,0.0,0.2821
2023,1,PHL,G4,22.39,55.5,0.0,0.0,0.0,69,1,0,15,59.4,0.2174
2023,1,PHL,VX,2.27,0.0,31.27,2.82,48.46,86,2,0,14,84.82,0.1628
2023,1,LGA,AA,0.0,0.0,44.75,8.45,0.0,70,2,0,18,53.2,0.2571
2023,1,LGA,DL,10.78,0.0,30.33,0.0,0.0,220,7,1,50,41.1,0.2273
2023,1,LGA,UA,15.34,94.62,0.0,0.0,26.64,298,9,2,90,105.06,0.302
2023,1,LGA,WN,0.0,0.0,48.59,0.0,22.69,204,4,0,68,71.27,0.3333
2023,1,LGA,AS,7.4,0.0,39.83,0.0,0.0,447,14,0,105,47.24,0.2349
2023,1,LGA,B6,0.0,0.0,42.23,0.0,0.0,266,8,0,72,42.23,0.2707
2023,1,LGA,NK,4.74,113.95,35.18,0.0,6.36,476,17,0,148,122.25,0.3109
2023,1,LGA,F9,11.91,0.0,38.28,0.0,31.43,54,2,0,15,81.62,0.2778
2023,1,LGA,G4,0.0,0.0,0.0,0.0,36.78,332,10,0,111,36.78,0.3343
2023,1,LGA,VX,27.44,0.0,30.48,0.0,62.23,134,6,0,26,120.14,0.194
2023,1,BWI,AA,47.35,0.0,9.88,0.0,0.0,159,3,0,42,57.24,0.2642
2023,1,BWI,DL,7.85,21.71,10.29,0.0,36.57,197,3,0,42,69.17,0.2132
2023,1,BWI,UA,46.08,0.0,0.0,0.0,54.11,205,7,1,47,100.19,0.2293
2023,1,BWI,WN,4.45,56.39,0.0,0.0,0.0,57,1,0,13,42.04,0.2281
2023,1,BWI,AS,0.0,23.46,0.0,0.0,0.0,99,1,0,34,15.64,0.3434
2023,1,BWI,B6,0.0,0.0,43.02,0.0,0.0,203,7,0,52,43.02,0.2562
2023,1,BWI,NK,0.82,0.0,0.0,0.0,6.85,382,14,0,76,7.67,0.199
2023,1,BWI,F9,29.77,0.0,35.11,0.0,0.0,201,5,0,41,64.88,0.204
2023,1,BWI,G4,0.0,51.72,0.0,0.0,0.0,398,18,3,108,34.48,0.2714
2023,1,BWI,VX,0.0,0.0,30.43,0.0,8.53,349,14,2,84,38.97,0.2407
2023,1,SLC,AA,26.81,41.5,26.4,0.0,57.01,119,3,0,27,137.89,0.2269
2023,1,SLC,DL,0.0,0.0,28.64,0.0,0.0,393,16,2,121,28.64,0.3079
2023,1,SLC,UA,40.91,108.04,58.68,0.0,35.99,361,15,3,86,207.6,0.2382
2023,1,SLC,WN,44.54,0.0,47.94,0.0,5.82,499,8,2,157,98.29,0.3146
2023,1,SLC,AS,0.0,0.0,3.03,7.69,5.72,485,8,0,85,16.44,0.1753
2023,1,SLC,B6,7.83,92.1,21.16,0.0,13.11,275,3,0,41,103.5,0.1491
2023,1,SLC,NK,28.68,0.0,45.88,0.0,15.51,164,5,1,35,90.07,0.2134
2023,1,SLC,F9,0.0,0.0,44.48,2.92,0.0,412,8,2,107,47.4,0.2597
2023,1,SLC,G4,42.67,0.0,16.9,0.0,62.46,249,3,2,44,122.03,0.1767
2023,1,SLC,VX,32.66,0.0,23.69,0.0,0.0,224,3,0,48,56.34,0.2143
2023,1,IAD,AA,6.62,93.56,0.0,0.0,0.0,78,2,0,22,68.99,0.2821
2023,1,IAD,DL,5.08,109.41,0.0,0.0,0.0,154,5,0,37,78.02,0.2403
2023,1,IAD,UA,41.33,0.0,0.0,0.0,0.0,346,3,2,89,41.33,0.2572
2023,1,IAD,WN,3.38,0.0,0.0,0.0,0.0,327,9,2,57,3.38,0.1743
2023,1,IAD,AS,35.42,47.16,27.32,6.67,0.0,173,4,0,29,100.84,0.1676
2023,1,IAD,B6,7.67,0.0,57.03,0.45,0.0,436,11,2,81,65.15,0.1858
2023,1,IAD,NK,0.0,0.0,0.0,0.0,0.0,67,2,0,17,0.0,0.2537
2023,1,IAD,F9,11.09,29.37,0.0,0.0,0.0,466,9,3,90,30.67,0.1931
2023,1,IAD,G4,47.98,17.42,0.0,0.0,23.18,66,2,0,10,82.78,0.1515
2023,1,IAD,VX,24.55,0.0,55.17,0.0,0.0,67,2,0,18,79.72,0.2687
2023,1,DCA,AA,9.61,0.0,12.63,0.0,0.0,240,4,2,57,22.23,0.2375
2023,1,DCA,DL,3.85,68.66,0.0,0.0,0.0,166,4,0,38,49.63,0.2289
2023,1,DCA,UA,3.1,0.0,18.89,0.0,68.08,73,2,0,19,90.07,0.2603
2023,1,DCA,WN,0.0,0.0,0.0,3.97,69.34,207,6,1,65,73.31,0.314
2023,1,DCA,AS,19.47,0.0,0.0,0.0,33.07,81,1,0,19,52.54,0.2346
2023,1,DCA,B6,35.95,88.83,0.0,0.0,0.0,453,6,3,117,95.17,0.2583
2023,1,DCA,NK,7.05,48.78,0.0,0.0,0.0,364,12,2,67,39.57,0.1841
2023,1,DCA,F9,48.84,0.0,33.95,0.0,6.75,347,10,1,79,89.53,0.2277
2023,1,DCA,G4,0.0,66.51,0.0,0.0,0.0,392,17,0,72,44.34,0.1837
2023,1,DCA,VX,0.0,0.0,19.13,0.0,68.69,288,7,1,65,87.82,0.2257
2023,1,MDW,AA,4.71,21.65,0.0,9.87,9.44,198,4,1,68,38.46,0.3434
2023,1,MDW,DL,40.05,0.0,29.67,0.0,0.0,284,11,1,49,69.72,0.1725
2023,1,MDW,UA,35.04,0.0,6.07,0.0,62.24,324,7,1,55,103.36,0.1698
2023,1,MDW,WN,0.0,0.0,0.0,0.0,31.66,318,8,2,51,31.66,0.1604
2023,1,MDW,AS,0.0,0.0,53.06,0.0,0.0,223,6,0,61,53.06,0.2735
2023,1,MDW,B6,35.07,54.21,13.97,0.0,0.0,367,14,2,58,85.19,0.158
2023,1,MDW,NK,0.0,0.0,0.0,0.0,4.92,197,7,1,42,4.92,0.2132
2023,1,MDW,F9,28.3,5.63,55.05,0.0,52.38,171,8,1,50,139.49,0.2924
2023,1,MDW,G4,4.12,0.0,15.84,0.0,0.0,491,17,4,132,19.96,0.2688
2023,1,MDW,VX,0.0,0.0,0.0,0.0,0.0,332,10,1,105,0.0,0.3163
2023,1,TPA,AA,41.8,0.0,3.3,0.0,0.0,261,10,1,42,45.11,0.1609
2023,1,TPA,DL,0.0,0.0,11.75,9.63,68.47,123,1,0,24,89.85,0.1951
2023,1,TPA,UA,0.0,0.0,58.7,0.0,0.0,64,2,0,12,58.7,0.1875
2023,1,TPA,WN,0.0,0.0,58.82,0.0,10.63,189,5,1,57,69.45,0.3016
2023,1,TPA,AS,0.0,68.71,0.0,0.0,0.12,356,8,2,53,45.93,0.1489
2023,1,TPA,B6,0.0,106.32,8.08,0.0,0.0,217,9,1,33,78.96,0.1521
2023,1,TPA,NK,49.99,37.08,44.06,0.0,3.09,494,19,4,112,121.87,0.2267
2023,1,TPA,F9,11.0,105.81,0.0,0.0,38.56,402,18,1,77,120.09,0.1915
2023,1,TPA,G4,0.0,9.58,0.0,0.0,0.0,470,6,1,111,6.39,0.2362
2023,1,TPA,VX,17.91,46.49,37.69,0.0,6.53,300,13,0,50,93.13,0.1667
2023,1,BNA,AA,0.0,85.8,34.83,0.0,27.35,269,6,1,53,119.38,0.197
2023,1,BNA,DL,0.0,0.0,33.16,0.0,39.48,265,12,0,50,72.64,0.1887
2023,1,BNA,UA,39.31,0.0,20.59,0.0,0.0,125,1,1,28,59.9,0.224
2023,1,BNA,WN,0.0,83.3,42.5,0.0,0.0,397,5,2,137,98.03,0.3451
2023,1,BNA,AS,36.96,57.22,43.07,0.0,32.29,202,6,1,50,150.46,0.2475
2023,1,BNA,B6,14.16,55.36,17.17,0.0,36.12,177,5,0,46,104.36,0.2599
2023,1,BNA,NK,4.01,19.54,34.84,0.0,0.0,97,3,0,26,51.88,0.268
2023,1,BNA,F9,11.38,0.0,5.02,0.0,60.1,362,11,2,106,76.49,0.2928
2023,1,BNA,G4,14.79,82.74,39.01,0.0,51.63,429,8,3,88,160.58,0.2051
2023,1,BNA,VX,40.89,0.0,0.0,0.0,20.5,191,5,0,61,61.39,0.3194
2023,1,AUS,AA,30.17,0.0,0.0,0.0,0.0,187,9,1,57,30.17,0.3048
2023,1,AUS,DL,26.05,12.01,0.0,0.0,0.0,120,3,0,19,34.05,0.1583
2023,1,AUS,UA,7.11,0.0,0.0,0.0,0.0,241,3,1,39,7.11,0.1618
2023,1,AUS,WN,0.0,10.23,0.0,0.0,0.0,429,14,1,128,6.82,0.2984
2023,1,AUS,AS,0.0,67.89,0.0,0.0,0.0,433,7,0,113,45.26,0.261
2023,1,AUS,B6,29.55,56.94,0.0,0.0,36.33,266,9,2,52,103.84,0.1955
2023,1,AUS,NK,14.88,0.0,0.0,0.0,12.07,265,4,2,63,26.96,0.2377
2023,1,AUS,F9,15.48,0.0,3.26,0.0,20.59,418,17,0,74,39.32,0.177
2023,1,AUS,G4,0.0,0.0,46.62,0.0,0.0,244,7,0,59,46.62,0.2418
2023,1,AUS,VX,46.15,0.0,56.47,0.0,0.0,500,24,2,97,102.62,0.194
2023,1,MCI,AA,0.0,0.0,0.0,0.0,0.0,364,9,2,101,0.0,0.2775
2023,1,MCI,DL,7.62,74.3,4.43,0.0,0.0,360,11,1,63,61.59,0.175
2023,1,MCI,UA,49.34,0.0,0.0,0.0,0.0,228,3,1,36,49.34,0.1579
2023,1,MCI,WN,15.31,0.0,0.0,0.0,69.99,116,1,0,32,85.3,0.2759
2023,1,MCI,AS,0.07,0.0,0.0,0.0,0.0,70,1,0,13,0.07,0.1857
